slug,port_name,country,type,url
Port-Stanley,Port Stanley,Falkland Islands,ocean,https://www.whatsinport.com/Port-Stanley.htm
Port-Vendres,Port Vendres,France,ocean,https://www.whatsinport.com/Port-Vendres.htm
Port-Vila,Port Vila,Vanuatu,ocean,https://www.whatsinport.com/Port-Vila.htm
Port-of-Spain,Port of Spain,Trinidad and Tobago,ocean,https://www.whatsinport.com/Port-of-Spain.htm
Portimao,Portimao,Portugal,ocean,https://www.whatsinport.com/Portimao.htm
Portland-AU,Portland AU,Australia,ocean,https://www.whatsinport.com/Portland-AU.htm
Portland-Maine,Portland Maine,USA,ocean,https://www.whatsinport.com/Portland-Maine.htm
Portland-us,Portland us,USA,river,https://www.whatsinport.com/Portland-us.htm
Portlanduk,Portlanduk,United Kingdom,ocean,https://www.whatsinport.com/Portlanduk.htm
Porto-Belo,Porto Belo,Brazil,ocean,https://www.whatsinport.com/Porto-Belo.htm
Porto-Cervo,Porto Cervo,Italy,ocean,https://www.whatsinport.com/Porto-Cervo.htm
Porto-Empedocle-Sicily,Porto Empedocle Sicily,Italy,ocean,https://www.whatsinport.com/Porto-Empedocle-Sicily.htm
Porto-Ercole,Porto Ercole,Italy,ocean,https://www.whatsinport.com/Porto-Ercole.htm
Porto-Novo-Sao-Antao,Porto Novo Sao Antao,Cape Verde,ocean,https://www.whatsinport.com/Porto-Novo-Sao-Antao.htm
Porto-Santo-Island,Porto Santo Island,Portugal,ocean,https://www.whatsinport.com/Porto-Santo-Island.htm
Porto-Santo-Stefano,Porto Santo Stefano,Italy,ocean,https://www.whatsinport.com/Porto-Santo-Stefano.htm
Porto-Torres,Porto Torres,Italy,ocean,https://www.whatsinport.com/Porto-Torres.htm
Porto-Vecchio-Corsica,Porto Vecchio Corsica,France,ocean,https://www.whatsinport.com/Porto-Vecchio-Corsica.htm
Porto-pt,Porto pt,Portugal,river,https://www.whatsinport.com/Porto-pt.htm
Porto_Antigo-pt,Porto Antigo pt,Portugal,river,https://www.whatsinport.com/Porto_Antigo-pt.htm
Portobelo,Portobelo,Panama,ocean,https://www.whatsinport.com/Portobelo.htm
Portoferraio-Elba,Portoferraio Elba,Italy,ocean,https://www.whatsinport.com/Portoferraio-Elba.htm
Portofino,Portofino,Italy,ocean,https://www.whatsinport.com/Portofino.htm
Portovenere,Portovenere,Italy,ocean,https://www.whatsinport.com/Portovenere.htm
Portree-Scotland,Portree Scotland,United Kingdom,ocean,https://www.whatsinport.com/Portree-Scotland.htm
Portrush,Portrush,United Kingdom,ocean,https://www.whatsinport.com/Portrush.htm
Portsmouth,Portsmouth,United Kingdom,ocean,https://www.whatsinport.com/Portsmouth.htm
Portsmouth-Dominica,Portsmouth Dominica,Dominica,ocean,https://www.whatsinport.com/Portsmouth-Dominica.htm
Positano,Positano,Italy,ocean,https://www.whatsinport.com/Positano.htm
Poum,Poum,New Caledonia,ocean,https://www.whatsinport.com/Poum.htm
Prague-cz,Prague cz,Czech Republic,river,https://www.whatsinport.com/Prague-cz.htm
Praia-Sao-Tiago,Praia Sao Tiago,Cape Verde,ocean,https://www.whatsinport.com/Praia-Sao-Tiago.htm
Praia-da-Victoria-Terceira,Praia da Victoria Terceira,Azores,ocean,https://www.whatsinport.com/Praia-da-Victoria-Terceira.htm
Prainha,Prainha,Brazil,ocean,https://www.whatsinport.com/Prainha.htm
Praslin,Praslin,Seychelles,ocean,https://www.whatsinport.com/Praslin.htm
Preveza,Preveza,Greece,ocean,https://www.whatsinport.com/Preveza.htm
Primosten,Primosten,Croatia,ocean,https://www.whatsinport.com/Primosten.htm
Prince-Rupert-British-Columbia,Prince Rupert British Columbia,Canada,ocean,https://www.whatsinport.com/Prince-Rupert-British-Columbia.htm
Princess-Cay,Princess Cay,Bahamas,ocean,https://www.whatsinport.com/Princess-Cay.htm
Prion-Island-Bay-of-Isles,Prion Island Bay of Isles,South Georgia,ocean,https://www.whatsinport.com/Prion-Island-Bay-of-Isles.htm
Probolinggo,Probolinggo,Indonesia,ocean,https://www.whatsinport.com/Probolinggo.htm
Progreso,Progreso,Mexico,ocean,https://www.whatsinport.com/Progreso.htm
Propriano-Corsica,Propriano Corsica,France,ocean,https://www.whatsinport.com/Propriano-Corsica.htm
Provincetown,Provincetown,USA,ocean,https://www.whatsinport.com/Provincetown.htm
Puerto-Banus,Puerto Banus,Spain,ocean,https://www.whatsinport.com/Puerto-Banus.htm
Puerto-Bolivar,Puerto Bolivar,Ecuador,ocean,https://www.whatsinport.com/Puerto-Bolivar.htm
Puerto-Caldera,Puerto Caldera,Costa Rica,ocean,https://www.whatsinport.com/Puerto-Caldera.htm
Puerto-Chacabuco,Puerto Chacabuco,Chile,ocean,https://www.whatsinport.com/Puerto-Chacabuco.htm
Puerto-Chiapas,Puerto Chiapas,Mexico,ocean,https://www.whatsinport.com/Puerto-Chiapas.htm
Puerto-Cortez,Puerto Cortez,Honduras,ocean,https://www.whatsinport.com/Puerto-Cortez.htm
Puerto-Deseado,Puerto Deseado,Argentina,ocean,https://www.whatsinport.com/Puerto-Deseado.htm
Puerto-Limon,Puerto Limon,Costa Rica,ocean,https://www.whatsinport.com/Puerto-Limon.htm
Puerto-Madryn-Patagonia,Puerto Madryn Patagonia,Argentina,ocean,https://www.whatsinport.com/Puerto-Madryn-Patagonia.htm
Puerto-Montt,Puerto Montt,Chile,ocean,https://www.whatsinport.com/Puerto-Montt.htm
Puerto-Princesa,Puerto Princesa,Philippines,ocean,https://www.whatsinport.com/Puerto-Princesa.htm
Puerto-Quetzal,Puerto Quetzal,Guatemala,ocean,https://www.whatsinport.com/Puerto-Quetzal.htm
Puerto-Vallarta,Puerto Vallarta,Mexico,ocean,https://www.whatsinport.com/Puerto-Vallarta.htm
Puerto-Williams,Puerto Williams,Chile,ocean,https://www.whatsinport.com/Puerto-Williams.htm
Puerto-del-Rosario-Fuerteventura,Puerto del Rosario Fuerteventura,Canary Islands,ocean,https://www.whatsinport.com/Puerto-del-Rosario-Fuerteventura.htm
Pula,Pula,Croatia,ocean,https://www.whatsinport.com/Pula.htm
Pulau-Bintan,Pulau Bintan,Indonesia,ocean,https://www.whatsinport.com/Pulau-Bintan.htm
Pulau-Pangkor,Pulau Pangkor,Malaysia,ocean,https://www.whatsinport.com/Pulau-Pangkor.htm
Punta-Arenas,Punta Arenas,Chile,ocean,https://www.whatsinport.com/Punta-Arenas.htm
Punta-Cana,Punta Cana,Dominican Republic,ocean,https://www.whatsinport.com/Punta-Cana.htm
Punta-del-Este,Punta del Este,Uruguay,ocean,https://www.whatsinport.com/Punta-del-Este.htm
Puntarenas,Puntarenas,Costa Rica,ocean,https://www.whatsinport.com/Puntarenas.htm
Pylos,Pylos,Greece,ocean,https://www.whatsinport.com/Pylos.htm
Qaanaq-Thule,Qaanaq Thule,Greenland,ocean,https://www.whatsinport.com/Qaanaq-Thule.htm
Qaqortoq,Qaqortoq,Greenland,ocean,https://www.whatsinport.com/Qaqortoq.htm
Qasigianguit,Qasigianguit,Greenland,ocean,https://www.whatsinport.com/Qasigianguit.htm
Qeqertassuaq-Disko-Island,Qeqertassuaq Disko Island,Greenland,ocean,https://www.whatsinport.com/Qeqertassuaq-Disko-Island.htm
Qingdao,Qingdao,China,ocean,https://www.whatsinport.com/Qingdao.htm
Quebec,Quebec,Canada,ocean,https://www.whatsinport.com/Quebec.htm
Queensferry-Edinburgh-Scotland,Queensferry Edinburgh Scotland,United Kingdom,ocean,https://www.whatsinport.com/Queensferry-Edinburgh-Scotland.htm
Quepos,Quepos,Costa Rica,ocean,https://www.whatsinport.com/Quepos.htm
Qui-Nhon,Qui Nhon,Vietnam,ocean,https://www.whatsinport.com/Qui-Nhon.htm
Rab,Rab,Croatia,ocean,https://www.whatsinport.com/Rab.htm
Rabaul-Papua-New-Guinea,Rabaul Papua New Guinea,Papua New Guinea,ocean,https://www.whatsinport.com/Rabaul-Papua-New-Guinea.htm
Raiatea,Raiatea,French Polynesia,ocean,https://www.whatsinport.com/Raiatea.htm
Rainier-us,Rainier us,USA,river,https://www.whatsinport.com/Rainier-us.htm
Ranchot-Jura-fr,Ranchot Jura fr,France,river,https://www.whatsinport.com/Ranchot-Jura-fr.htm
Rangiroa-Tuamotu-Islands,Rangiroa Tuamotu Islands,French Polynesia,ocean,https://www.whatsinport.com/Rangiroa-Tuamotu-Islands.htm
Rapallo,Rapallo,Italy,ocean,https://www.whatsinport.com/Rapallo.htm
Rarotonga,Rarotonga,Cook Islands,ocean,https://www.whatsinport.com/Rarotonga.htm
Ras-Al-Khaimah,Ras Al Khaimah,United Arab Emirates,ocean,https://www.whatsinport.com/Ras-Al-Khaimah.htm
Ravdfjord,Ravdfjord,Svalbard,ocean,https://www.whatsinport.com/Ravdfjord.htm
Ravenna,Ravenna,Italy,ocean,https://www.whatsinport.com/Ravenna.htm
Recife,Recife,Brazil,ocean,https://www.whatsinport.com/Recife.htm
Red-Bay-Labrador,Red Bay Labrador,Canada,ocean,https://www.whatsinport.com/Red-Bay-Labrador.htm
Red_Wing_MN-us,Red Wing MN us,USA,river,https://www.whatsinport.com/Red_Wing_MN-us.htm
Regensburg-de,Regensburg de,Germany,river,https://www.whatsinport.com/Regensburg-de.htm
Reggio-Calabria,Reggio Calabria,Italy,ocean,https://www.whatsinport.com/Reggio-Calabria.htm
Regua-pt,Regua pt,Portugal,river,https://www.whatsinport.com/Regua-pt.htm
Reine,Reine,Norway,ocean,https://www.whatsinport.com/Reine.htm
Remagen-de,Remagen de,Germany,river,https://www.whatsinport.com/Remagen-de.htm
Resolute,Resolute,Canada,ocean,https://www.whatsinport.com/Resolute.htm
Rethymnon,Rethymnon,Greece,ocean,https://www.whatsinport.com/Rethymnon.htm
Reykjavik,Reykjavik,Iceland,ocean,https://www.whatsinport.com/Reykjavik.htm
Rhine_Gorge-de,Rhine Gorge de,Germany,river,https://www.whatsinport.com/Rhine_Gorge-de.htm
Rhodes,Rhodes,Greece,ocean,https://www.whatsinport.com/Rhodes.htm
Richards-Bay,Richards Bay,South Africa,ocean,https://www.whatsinport.com/Richards-Bay.htm
Richland-us,Richland us,USA,river,https://www.whatsinport.com/Richland-us.htm
Riga,Riga,Latvia,ocean,https://www.whatsinport.com/Riga.htm
Right-Whale-Bay,Right Whale Bay,South Georgia,ocean,https://www.whatsinport.com/Right-Whale-Bay.htm
Rijeka,Rijeka,Croatia,ocean,https://www.whatsinport.com/Rijeka.htm
Rio-Grande,Rio Grande,Brazil,ocean,https://www.whatsinport.com/Rio-Grande.htm
Rio-de-Janeiro,Rio de Janeiro,Brazil,ocean,https://www.whatsinport.com/Rio-de-Janeiro.htm
Rives-en-Seine-fr,Rives en Seine fr,France,river,https://www.whatsinport.com/Rives-en-Seine-fr.htm
Roadtown-Tortola,Roadtown Tortola,British Virgin Islands,ocean,https://www.whatsinport.com/Roadtown-Tortola.htm
Roatan,Roatan,Honduras,ocean,https://www.whatsinport.com/Roatan.htm
Robe,Robe,Australia,ocean,https://www.whatsinport.com/Robe.htm
Robinson-Crusoe-Island,Robinson Crusoe Island,Chile,ocean,https://www.whatsinport.com/Robinson-Crusoe-Island.htm
Rockland,Rockland,USA,ocean,https://www.whatsinport.com/Rockland.htm
Rodrigues,Rodrigues,Mauritius,ocean,https://www.whatsinport.com/Rodrigues.htm
Roermond-nl,Roermond nl,Netherlands,river,https://www.whatsinport.com/Roermond-nl.htm
Romblon-Island,Romblon Island,Philippines,ocean,https://www.whatsinport.com/Romblon-Island.htm
Ronne-Bornholm,Ronne Bornholm,Denmark,ocean,https://www.whatsinport.com/Ronne-Bornholm.htm
Rorvik,Rorvik,Norway,ocean,https://www.whatsinport.com/Rorvik.htm
Roseau,Roseau,Dominica,ocean,https://www.whatsinport.com/Roseau.htm
Rosedale_MS-us,Rosedale MS us,USA,river,https://www.whatsinport.com/Rosedale_MS-us.htm
Rosendal-Hardangerfjord,Rosendal Hardangerfjord,Norway,ocean,https://www.whatsinport.com/Rosendal-Hardangerfjord.htm
Roses,Roses,Spain,ocean,https://www.whatsinport.com/Roses.htm
Ross-Point-Coronation-Gulf,Ross Point Coronation Gulf,Canada,ocean,https://www.whatsinport.com/Ross-Point-Coronation-Gulf.htm
Rosyth-Edinburgh-Scotland,Rosyth Edinburgh Scotland,United Kingdom,ocean,https://www.whatsinport.com/Rosyth-Edinburgh-Scotland.htm
Rothera-Station-Adelaide-Island,Rothera Station Adelaide Island,Antarctica,ocean,https://www.whatsinport.com/Rothera-Station-Adelaide-Island.htm
Rothesay,Rothesay,United Kingdom,ocean,https://www.whatsinport.com/Rothesay.htm
Rotterdam,Rotterdam,Netherlands,ocean,https://www.whatsinport.com/Rotterdam.htm
Rotterdam-nl,Rotterdam nl,Netherlands,river,https://www.whatsinport.com/Rotterdam-nl.htm
Roudnice_nad_Labem-cz,Roudnice nad Labem cz,Czech Republic,river,https://www.whatsinport.com/Roudnice_nad_Labem-cz.htm
Rouen-Paris,Rouen Paris,France,ocean,https://www.whatsinport.com/Rouen-Paris.htm
Rouen-fr,Rouen fr,France,river,https://www.whatsinport.com/Rouen-fr.htm
Rovinj,Rovinj,Croatia,ocean,https://www.whatsinport.com/Rovinj.htm
Rudesheim_am_Rhein-de,Rudesheim am Rhein de,Germany,river,https://www.whatsinport.com/Rudesheim_am_Rhein-de.htm
Runavik-Kongshavn,Runavik Kongshavn,Faroe Islands,ocean,https://www.whatsinport.com/Runavik-Kongshavn.htm
Ruse-bg,Ruse bg,Bulgaria,river,https://www.whatsinport.com/Ruse-bg.htm
Sa_Dec-vn,Sa Dec vn,Vietnam,river,https://www.whatsinport.com/Sa_Dec-vn.htm
Saba,Saba,Saba,ocean,https://www.whatsinport.com/Saba.htm
Sabang,Sabang,Indonesia,ocean,https://www.whatsinport.com/Sabang.htm
Safaga,Safaga,Egypt,ocean,https://www.whatsinport.com/Safaga.htm
Safi,Safi,Morocco,ocean,https://www.whatsinport.com/Safi.htm
Saint-Anthony-Newfoundland,Saint Anthony Newfoundland,Canada,ocean,https://www.whatsinport.com/Saint-Anthony-Newfoundland.htm
Saint-Brides-Newfoundland,Saint Brides Newfoundland,Canada,ocean,https://www.whatsinport.com/Saint-Brides-Newfoundland.htm
Saint-Emilion-fr,Saint Emilion fr,France,river,https://www.whatsinport.com/Saint-Emilion-fr.htm
Saint-Etienne-des-Sorts-fr,Saint Etienne des Sorts fr,France,river,https://www.whatsinport.com/Saint-Etienne-des-Sorts-fr.htm
Saint-Florent-Corsica,Saint Florent Corsica,France,ocean,https://www.whatsinport.com/Saint-Florent-Corsica.htm
Saint-George,Saint George,Bermuda,ocean,https://www.whatsinport.com/Saint-George.htm
Saint-Helier-Jersey,Saint Helier Jersey,Channel Islands,ocean,https://www.whatsinport.com/Saint-Helier-Jersey.htm
Saint-Jean-de-Losne-fr,Saint Jean de Losne fr,France,river,https://www.whatsinport.com/Saint-Jean-de-Losne-fr.htm
Saint-Jean-de-Luz,Saint Jean de Luz,France,ocean,https://www.whatsinport.com/Saint-Jean-de-Luz.htm
Saint-John,Saint John,US Virgin Islands,ocean,https://www.whatsinport.com/Saint-John.htm
Saint-John-New-Brunswick,Saint John New Brunswick,Canada,ocean,https://www.whatsinport.com/Saint-John-New-Brunswick.htm
Saint-Johns,Saint Johns,Antigua,ocean,https://www.whatsinport.com/Saint-Johns.htm
Saint-Johns-Newfoundland,Saint Johns Newfoundland,Canada,ocean,https://www.whatsinport.com/Saint-Johns-Newfoundland.htm
Saint-Lucia,Saint Lucia,Saint Lucia,ocean,https://www.whatsinport.com/Saint-Lucia.htm
Saint-Malo,Saint Malo,France,ocean,https://www.whatsinport.com/Saint-Malo.htm
Saint-Marys-Scilly,Saint Marys Scilly,United Kingdom,ocean,https://www.whatsinport.com/Saint-Marys-Scilly.htm
Saint-Matthew-Island-Bering-Sea,Saint Matthew Island Bering Sea,Alaska,ocean,https://www.whatsinport.com/Saint-Matthew-Island-Bering-Sea.htm
Saint-Nazaire,Saint Nazaire,France,ocean,https://www.whatsinport.com/Saint-Nazaire.htm
Saint-Paul-Pribilof-Islands,Saint Paul Pribilof Islands,Alaska,ocean,https://www.whatsinport.com/Saint-Paul-Pribilof-Islands.htm
Saint-Peter-Port-Guernsey,Saint Peter Port Guernsey,Channel Islands,ocean,https://www.whatsinport.com/Saint-Peter-Port-Guernsey.htm
Saint-Pierre-and-Miquelon,Saint Pierre and Miquelon,Saint Pierre and Miquelon,ocean,https://www.whatsinport.com/Saint-Pierre-and-Miquelon.htm
Saint-Raphael,Saint Raphael,France,ocean,https://www.whatsinport.com/Saint-Raphael.htm
Saint-Thomas,Saint Thomas,US Virgin Islands,ocean,https://www.whatsinport.com/Saint-Thomas.htm
Saint-Tropez,Saint Tropez,France,ocean,https://www.whatsinport.com/Saint-Tropez.htm
Saipan,Saipan,Northern Mariana Islands,ocean,https://www.whatsinport.com/Saipan.htm
Sakaiminato,Sakaiminato,Japan,ocean,https://www.whatsinport.com/Sakaiminato.htm
Sakata,Sakata,Japan,ocean,https://www.whatsinport.com/Sakata.htm
Sal,Sal,Cape Verde,ocean,https://www.whatsinport.com/Sal.htm
Salalah,Salalah,Oman,ocean,https://www.whatsinport.com/Salalah.htm
Salaverry,Salaverry,Peru,ocean,https://www.whatsinport.com/Salaverry.htm
Salem,Salem,USA,ocean,https://www.whatsinport.com/Salem.htm
Salerno,Salerno,Italy,ocean,https://www.whatsinport.com/Salerno.htm
Salinas,Salinas,Puerto Rico,ocean,https://www.whatsinport.com/Salinas.htm
Salisbury-Plain,Salisbury Plain,South Georgia,ocean,https://www.whatsinport.com/Salisbury-Plain.htm
Salomague,Salomague,Philippines,ocean,https://www.whatsinport.com/Salomague.htm
Salvador-de-Bahia,Salvador de Bahia,Brazil,ocean,https://www.whatsinport.com/Salvador-de-Bahia.htm
Samana-Bay,Samana Bay,Dominican Republic,ocean,https://www.whatsinport.com/Samana-Bay.htm
Samarai-Island,Samarai Island,Papua New Guinea,ocean,https://www.whatsinport.com/Samarai-Island.htm
Sami,Sami,Greece,ocean,https://www.whatsinport.com/Sami.htm
Samos,Samos,Greece,ocean,https://www.whatsinport.com/Samos.htm
San-Andres,San Andres,Colombia,ocean,https://www.whatsinport.com/San-Andres.htm
San-Antonio,San Antonio,Chile,ocean,https://www.whatsinport.com/San-Antonio.htm
San-Blas,San Blas,Panama,ocean,https://www.whatsinport.com/San-Blas.htm
San-Diego,San Diego,USA,ocean,https://www.whatsinport.com/San-Diego.htm
San-Francisco,San Francisco,USA,ocean,https://www.whatsinport.com/San-Francisco.htm
San-Juan,San Juan,Puerto Rico,ocean,https://www.whatsinport.com/San-Juan.htm
San-Juan-del-Sur,San Juan del Sur,Nicaragua,ocean,https://www.whatsinport.com/San-Juan-del-Sur.htm
San-Miguel-Islas-Perlas,San Miguel Islas Perlas,Panama,ocean,https://www.whatsinport.com/San-Miguel-Islas-Perlas.htm
San-Salvador-Island,San Salvador Island,Bahamas,ocean,https://www.whatsinport.com/San-Salvador-Island.htm
San-Sebastian,San Sebastian,Spain,ocean,https://www.whatsinport.com/San-Sebastian.htm
San-Sebastian-Gomera,San Sebastian Gomera,Canary Islands,ocean,https://www.whatsinport.com/San-Sebastian-Gomera.htm
Sanary-sur-Mer,Sanary sur Mer,France,ocean,https://www.whatsinport.com/Sanary-sur-Mer.htm
Sandakan,Sandakan,Malaysia,ocean,https://www.whatsinport.com/Sandakan.htm
Sandnes,Sandnes,Norway,ocean,https://www.whatsinport.com/Sandnes.htm
Sandnessjoen,Sandnessjoen,Norway,ocean,https://www.whatsinport.com/Sandnessjoen.htm
Sankt_Goarshausen-de,Sankt Goarshausen de,Germany,river,https://www.whatsinport.com/Sankt_Goarshausen-de.htm
Sanremo,Sanremo,Italy,ocean,https://www.whatsinport.com/Sanremo.htm
Sansibar,Sansibar,Tanzania,ocean,https://www.whatsinport.com/Sansibar.htm
Santa-Barbara-CA,Santa Barbara CA,USA,ocean,https://www.whatsinport.com/Santa-Barbara-CA.htm
Santa-Catalina-Island,Santa Catalina Island,USA,ocean,https://www.whatsinport.com/Santa-Catalina-Island.htm
Santa-Cruz-La-Palma,Santa Cruz La Palma,Canary Islands,ocean,https://www.whatsinport.com/Santa-Cruz-La-Palma.htm
Santa-Cruz-Tenerife,Santa Cruz Tenerife,Canary Islands,ocean,https://www.whatsinport.com/Santa-Cruz-Tenerife.htm
Santa-Cruz-das-Flores,Santa Cruz das Flores,Azores,ocean,https://www.whatsinport.com/Santa-Cruz-das-Flores.htm
Santa-Margherita,Santa Margherita,Italy,ocean,https://www.whatsinport.com/Santa-Margherita.htm
Santa-Marta,Santa Marta,Colombia,ocean,https://www.whatsinport.com/Santa-Marta.htm
Santander,Santander,Spain,ocean,https://www.whatsinport.com/Santander.htm
Santarem,Santarem,Brazil,ocean,https://www.whatsinport.com/Santarem.htm
Santarem-br,Santarem br,Brazil,river,https://www.whatsinport.com/Santarem-br.htm
Santiago-de-Cuba,Santiago de Cuba,Cuba,ocean,https://www.whatsinport.com/Santiago-de-Cuba.htm
Santo-Domingo,Santo Domingo,Dominican Republic,ocean,https://www.whatsinport.com/Santo-Domingo.htm
Santo-Tomas-de-Castilla,Santo Tomas de Castilla,Guatemala,ocean,https://www.whatsinport.com/Santo-Tomas-de-Castilla.htm
Santorini,Santorini,Greece,ocean,https://www.whatsinport.com/Santorini.htm
Santos,Santos,Brazil,ocean,https://www.whatsinport.com/Santos.htm
Sanya,Sanya,China,ocean,https://www.whatsinport.com/Sanya.htm
Sao-Felipe-Fogo,Sao Felipe Fogo,Cape Verde,ocean,https://www.whatsinport.com/Sao-Felipe-Fogo.htm
Sao-Francisco-do-Sul,Sao Francisco do Sul,Brazil,ocean,https://www.whatsinport.com/Sao-Francisco-do-Sul.htm
Sao-Tome,Sao Tome,Sao Tome and Principe,ocean,https://www.whatsinport.com/Sao-Tome.htm
Saranda,Saranda,Albania,ocean,https://www.whatsinport.com/Saranda.htm
Sark-Guernsey,Sark Guernsey,Channel Islands,ocean,https://www.whatsinport.com/Sark-Guernsey.htm
Sasebo,Sasebo,Japan,ocean,https://www.whatsinport.com/Sasebo.htm
Sassnitz,Sassnitz,Germany,ocean,https://www.whatsinport.com/Sassnitz.htm
Savannah,Savannah,USA,ocean,https://www.whatsinport.com/Savannah.htm
Savona,Savona,Italy,ocean,https://www.whatsinport.com/Savona.htm
Savu-Savu-Fidji,Savu Savu Fidji,Fiji,ocean,https://www.whatsinport.com/Savu-Savu-Fidji.htm
Scarborough,Scarborough,Trinidad and Tobago,ocean,https://www.whatsinport.com/Scarborough.htm
Scheveningen,Scheveningen,Netherlands,ocean,https://www.whatsinport.com/Scheveningen.htm
Schoonhoven-nl,Schoonhoven nl,Netherlands,river,https://www.whatsinport.com/Schoonhoven-nl.htm
Schweich-de,Schweich de,Germany,river,https://www.whatsinport.com/Schweich-de.htm
Schweinfurt-de,Schweinfurt de,Germany,river,https://www.whatsinport.com/Schweinfurt-de.htm
Scrabster-Scotland,Scrabster Scotland,United Kingdom,ocean,https://www.whatsinport.com/Scrabster-Scotland.htm
Seattle,Seattle,USA,ocean,https://www.whatsinport.com/Seattle.htm
Seguam-Island-AK,Seguam Island AK,Alaska,ocean,https://www.whatsinport.com/Seguam-Island-AK.htm
Semarang,Semarang,Indonesia,ocean,https://www.whatsinport.com/Semarang.htm
Sendai,Sendai,Japan,ocean,https://www.whatsinport.com/Sendai.htm
Sept-Iles,Sept Iles,Canada,ocean,https://www.whatsinport.com/Sept-Iles.htm
Sept_Iles,Sept Iles,Canada,ocean,https://www.whatsinport.com/Sept_Iles.htm
Sete,Sete,France,ocean,https://www.whatsinport.com/Sete.htm
Seurre-fr,Seurre fr,France,river,https://www.whatsinport.com/Seurre-fr.htm
Sevilla-City,Sevilla City,Spain,ocean,https://www.whatsinport.com/Sevilla-City.htm
Seward-AK,Seward AK,Alaska,ocean,https://www.whatsinport.com/Seward-AK.htm
Seydisfjordur,Seydisfjordur,Iceland,ocean,https://www.whatsinport.com/Seydisfjordur.htm
Sfantu_Gheorghe-ro,Sfantu Gheorghe ro,Romania,river,https://www.whatsinport.com/Sfantu_Gheorghe-ro.htm
Shanghai,Shanghai,China,ocean,https://www.whatsinport.com/Shanghai.htm
Sharm-El-Sheikh,Sharm El Sheikh,Egypt,ocean,https://www.whatsinport.com/Sharm-El-Sheikh.htm
Shelburne,Shelburne,Canada,ocean,https://www.whatsinport.com/Shelburne.htm
Shenzhen,Shenzhen,China,ocean,https://www.whatsinport.com/Shenzhen.htm
Sherrard-Island,Sherrard Island,Australia,ocean,https://www.whatsinport.com/Sherrard-Island.htm
Shibaozhai-cn,Shibaozhai cn,China,river,https://www.whatsinport.com/Shibaozhai-cn.htm
Shimizu,Shimizu,Japan,ocean,https://www.whatsinport.com/Shimizu.htm
Sibenik,Sibenik,Croatia,ocean,https://www.whatsinport.com/Sibenik.htm
Siem_Reap-kh,Siem Reap kh,Cambodia,river,https://www.whatsinport.com/Siem_Reap-kh.htm
Siglufjorour,Siglufjorour,Iceland,ocean,https://www.whatsinport.com/Siglufjorour.htm
Sihanoukville,Sihanoukville,Cambodia,ocean,https://www.whatsinport.com/Sihanoukville.htm
Silhouette,Silhouette,Seychelles,ocean,https://www.whatsinport.com/Silhouette.htm
Silistra-bg,Silistra bg,Bulgaria,river,https://www.whatsinport.com/Silistra-bg.htm
Singapore,Singapore,Singapore,ocean,https://www.whatsinport.com/Singapore.htm
Sinop,Sinop,Turkey,ocean,https://www.whatsinport.com/Sinop.htm
Sir-Bani-Yas,Sir Bani Yas,United Arab Emirates,ocean,https://www.whatsinport.com/Sir-Bani-Yas.htm
Sisak-hr,Sisak hr,Croatia,river,https://www.whatsinport.com/Sisak-hr.htm
Sisimiut-Holsteinborg,Sisimiut Holsteinborg,Greenland,ocean,https://www.whatsinport.com/Sisimiut-Holsteinborg.htm
Sitka-AK,Sitka AK,Alaska,ocean,https://www.whatsinport.com/Sitka-AK.htm
Skagen,Skagen,Denmark,ocean,https://www.whatsinport.com/Skagen.htm
Skagway-AK,Skagway AK,Alaska,ocean,https://www.whatsinport.com/Skagway-AK.htm
Skiathos,Skiathos,Greece,ocean,https://www.whatsinport.com/Skiathos.htm
Skjolden,Skjolden,Norway,ocean,https://www.whatsinport.com/Skjolden.htm
Skopelos-Northern-Sporades,Skopelos Northern Sporades,Greece,ocean,https://www.whatsinport.com/Skopelos-Northern-Sporades.htm
Slavonski_Brod-hr,Slavonski Brod hr,Croatia,river,https://www.whatsinport.com/Slavonski_Brod-hr.htm
Sleepy_Hollow-us,Sleepy Hollow us,USA,river,https://www.whatsinport.com/Sleepy_Hollow-us.htm
Smoking-Hills,Smoking Hills,Canada,ocean,https://www.whatsinport.com/Smoking-Hills.htm
Snow-Hill-Vega-Island,Snow Hill Vega Island,Antarctica,ocean,https://www.whatsinport.com/Snow-Hill-Vega-Island.htm
Sokcho,Sokcho,South Korea,ocean,https://www.whatsinport.com/Sokcho.htm
Soller,Soller,Spain,ocean,https://www.whatsinport.com/Soller.htm
Solt-hu,Solt hu,Hungary,river,https://www.whatsinport.com/Solt-hu.htm
Son-Con,Son Con,Vietnam,ocean,https://www.whatsinport.com/Son-Con.htm
Sorgfjord,Sorgfjord,Svalbard,ocean,https://www.whatsinport.com/Sorgfjord.htm
Sorrento,Sorrento,Italy,ocean,https://www.whatsinport.com/Sorrento.htm
Sortland,Sortland,Norway,ocean,https://www.whatsinport.com/Sortland.htm
Soudha-Crete,Soudha Crete,Greece,ocean,https://www.whatsinport.com/Soudha-Crete.htm
Sousse,Sousse,Tunisia,ocean,https://www.whatsinport.com/Sousse.htm
South-Georgia,South Georgia,South Georgia,ocean,https://www.whatsinport.com/South-Georgia.htm
